quote_id,quote,character
341,"In all the excitement, I forgot that my primary goal is to keep people safe. Women can’t have fun if they don’t feel safe. For example, Jan and I have a safe word in case things go too far. Foliage. And if one of us says that word, the other one has to stop. Although last time… she pretended she didn’t hear me.",Michael
342,"Let’s face it, most guys are from the Dark Ages. They’re caveman. And they like a woman to be showing her cleavage and to be wearing 8-inch heels, and to be wearing, um, see-through underpants. But… for me, a woman looks best when she is just absolutely naked.",Michael
343,"Any man who says he totally understands women is a fool. Because they are un-understandable. There’s a wishing fountain at the mall. And I threw a coin in for every woman in the world and made a wish. I wished for Jan to get over me. I wished for Phyllis, a plasma TV. I wished for Pam to gain courage. I wished for Angela, a heart, and for Kelly, a brain. “Michael, how can you appreciate women so much but also dump one of them?” You mean, how can I be so illogical and flighty and unpredictable and emotional? Well, maybe I learned something from women after all.",Michael
344,"Sometimes I imagine what it would be like to be a woman. I have a full-length mirror in my bathroom, and before I get dressed I will tuck myself between my legs just to see. And, um, it’s uncomfortable. So maybe I do understand.",Michael
345,I got shotgun. Damn it.,Michael
346,Look at that! Come on! Free underwear!,Michael
347,"Hey, Pam, how bout something like that for you. Could sort of cover up any imperfections in the mid section. Just show off the twins a little bit.",Michael
348,Idiot.,Michael
349,"I learned a lot about women today. And any man who says he totally understands women is a fool. Because they are un-understandable. Jan and I broke up. Why? Because she didn’t like one message I left on her voicemail? But that is her peariagative. I thought I understood women, but maybe, can’t believe I’m gonna say this, maybe, women don’t understand themselves.",Michael
350,"OK, everybody have their towels and swim suits? We have about an hour and half. I suggest that you all go potty now and then we will be congregating on the partay bus.",Michael
351,I want today to be a beautiful memory… that the staff and I share after I have passed on to New York. And if Toby is a part of it… then it’ll suck.,Michael
352,What happens to a company if somebody takes their boss away? I will answer your question with a question. It’s like what happens to a chicken when you take its head away. It dies. Unless you find a new head. I need to see which one of these people have the skills to be a chicken head.,Michael
353,This way to the partay bus.,Michael
354,Here we are ladies and gentlemen. Everybody ready? Last one down is a rotten egg. Watch out for snakes!,Michael
355,"Jim Halpert. Pros: smart, cool, good-looking. Remind you of anybody you know? Cons: not a hard worker. I can spend all day on a project, and he will finish the same project in a half an hour. So that should tell you something.",Michael
356,"Dwight is an obvious candidate for my job. He has the best sales record in the office. He loves the work. He is, however, an idiot.",Michael
357,I am also considering Stanley because of all the good that black people have done. For America.,Michael
358,Andy Bernard. Pros: He’s classy. He gets me. He went to Cornell. I trust him. Cons: I don’t really trust him.,Michael
359,A good manager has got to be hungry. Hungry for success.,Michael
360,"Yes, I am choosing my apprentice. Which is why I have modeled all my games after Survivor.",Michael
361,Ready! Go!,Michael
362,"Andy Bernard is in first place with four hot dogs! Dwight Schrute is a close second with three and a half! Here comes Stanley! Here comes Stanley, with three hot dogs!",Michael
363,"This is an inflatable sumo suit. Now, in the olden days, when they wanted to find a guy who could be king, they would have him pull a sword out of a stone. Well, times have changed. And it’s not even about who is the best sumo wrestler. It’s about who is the best boss. And I don’t even care who wins. It’s how they wrestle in a blow-up suit… that will tell me all I need to know or how sumo…",Michael
364,"I got it made in the shade. I know this company. The other branch managers are total morons. Hey, Pam yeah, I forgot what day the interview was and I drove to New York accidentially. I’ll be like three hours late.",Michael
365,"Okay. Jan, we need to talk.",Michael
366,"Jan is in a different place right now, and it is a sign of maturity to give people second chances. So I am going to hear her out.",Michael
367,"No. No, no, no, no. I’ll tell you this, it is",Michael
368,"Here’s the sitch. Two weeks ago, I was in the worst relationship of my life. She treated me poorly. We didn’t connect, I was miserable. Now, I’m in the best relationship of my life with the same woman. Love is a mystery.",Michael
369,"Hey, everybody. The next time you see me, I’ll be working for corporate. Starting tomorrow, Dwight Schrute will be running the branch. So without further ado, I would like to start saying my goodbyes Okay. Goodnight, and good luck.",Michael
370,"I am by far the most qualified person they’re interviewing. Jim and Karen are here, which is cute. They’re like, kid actors tagging along with daddy, on the big audition, hoping to be discovered. Except daddy… is the best actor around. Daddy is Meryl Streep.",Michael
371,"New York real estate. I started by looking for a brownstone, like the Huxtables had, but instead I found this very, very, nice place in Jamaica, Queens, mon. It is on the last stop of the subway, which is wonderful, because if I fall asleep, I still end up at home. It is a suh-weeeet one bedroom. I have a roommate, uh, Vijay Chokalingham, he’s a sophomore at Queens College. He actually works in the Indian restaurant right below the apartment, so… free food, and the place always smells like curry. So, win/win.",Michael
372,This is going to be a very good year. Very good. Jan is at home. Jim is back. My protege Ryan is at corporate. Good stuff. Um… Andy and Dwight are rockin’ the sales team. I feel very blessed.,Michael
373,"So Ryan got promoted to corporate, where he is a little fish in a big pond. Whereas back here in Scranton I am still top dog, in a fairly large pond. So who is the real boss? The dog or a fish?",Michael
374,"Guess what, I have flaws. What are they? Oh, I don’t know. I sing in the shower. Sometimes I spend too much time volunteering. Occasionally I’ll hit somebody with my car. So sue me… No, don’t sue me. That is the opposite of the point that I’m trying to make.",Michael
375,Do I need to be liked? Absolutely not. I like to be liked. I enjoy being liked. I have to be liked. But it’s not like a compulsive need to be liked. Like my need to be praised.,Michael
376,"Well, I am taking responsibility. It is up to me to get rid of the curse that hit Meredith with my car. I’m not superstitious, but… I’m… I am a little-stitious.",Michael
377,"Is there a God? If not, what are all the churches for? And who is Jesus’ dad?",Michael
378,"A woman shouldn’t have to be hit by a car, to learn that she may have rabies. But that is where we are in America. And that does not sit right with me. And that is why I’m hosting a fun run race for the cure for rabies. To raise awareness of the fact that there is a cure for rabies. A disease that has largely been eradicated in the US. But not very many people know that.",Michael
379,"Check that out. Look at me, I’m Toby, I’m stretching, I know what I’m doing. Why is he even here?",Michael
380,Rabies victims… have to live with an irrational hatred of water their entire lives. So… least I could do.,Michael
381,"Oh God, Oh, alfredo sauce. I’m getting a stitch.",Michael
382,"I am not going to finish. I can’t beat rabies. Nobody can beat rabies, rabies has been around for a thousand years. I was a fool to think that I could beat it.",Michael
383,"Finishing that 5k, was the hardest thing I have ever had to do. I ate more fettuccine alfredo and drank less water, than I have in my entire life. People always talk about triumphs of the human spirit, well today I had a triumph of the human body. That’s why everybody was applauding for me at the end. My guts and my heart, and while I eventually puked my guts out, I never puked my heart out. And I’m very, very proud of that.",Michael
384,Maybe she hit me. You ever think of that? She hit me? I don’t know whose fault it was. I wasn’t exactly looking at the road.,Michael
385,"On the one hand, it’s a relief to know that it’s not just me, the whole office is cursed. On the other hand, I may have to deal with the dark unknown.",Michael
386,"Yeah, the, uh, the charity’s having some financial problems. What do I look like to you, Paul Newman? That’s actually not a good example, because I have been compared to a young Paul Newman, my eyes and my face. And I make my own salad dressing. I mix Newman’s Ranch with Newman’s Italian. Sell it at flea markets for a slight loss. I could make… I could make a profit if I changed one of the ingredients to Wishbone but I won’t do it.",Michael
387,"Well, apparently, my insurance will not be covering this hospital stay. I will be paying out-of-pocket. Um… I kinda wish I’d been hit by a car.",Michael
388,"Hey, doc? You forgetting something? Thank you.",Michael
389,Pam and Jim are together. Ryan is visiting. Only thing that could make this day better is ice cream.,Michael
390,"Yeah, Ryan snapped at me, but there was this twinkle in his eye that I picked up on, which said, “Dude, we’re friends. I’m doing this for appearances. I am the big boss now. And I have to seem like an ogre. But you know me and you trust me. And we like each other. And we’ll always be friends. And I would never take you for granted in a million years. And I miss you, man. And I love you.” His words.",Michael
391,"We had a foreign exchange student live with us when I was young. And we called him my brother. And that’s who I thought he was. Um, then he went home to what is now formerly Yugoslavia, taking all of my blue jeans with him. And I had to spend the entire winter in shorts. That is what Ryan is like. A fake brother who steals your jeans.",Michael
392,Some days I am just on fire. What can I say?,Michael
393,"Well the website is the brain-child of my brain-child, Ryan. It is my brain-grandchild. And, uh, to celebrate it’s birth, all of the different branches are going to have satellite parties, which will be connected via web-cams and fibers to the real party, which is going on in New York City at uh, a very exclusive nightclub, and that is where all of the VIP’s, including yours truly, will be partying with uh New York City’s finest, and I do not mean policemen…",Michael
394,"Well the invitation says VIP’s only. Is this how you treat your VIP’s, Ryan? We’re already in the city. The main part with the buildings. What am I supposed to do? What do you want me to do tonight? And if you tell me, that I have to drive back to Scranton, to the satellite party, I am going to throw up! Okay I’m going to throw up. I’m throwing up. You’re making me throw up, Ryan.",Michael
395,You know what this is like? I’ll tell you what this is like. This is like when the Freshmen would throw a party and wouldn’t let any of the Seniors go.,Michael
396,"This was a pretty disappointing day. It was kind of a slap in the face to realize that I wasn’t as important as I thought I was to a certain young executive who I cared about. But, you know, I’m not gonna cry over it. I did that in the car on the way home.",Michael
397,"Do I feel badly, that nobody out there was invited to a party that I was invited to? Not at all. Because they have to know that if they work hard and apply themselves, someday, they could be invited to a party like this. Of course, at that point, I will be going to much better parties that they will not be able to get into. What are you gonna do?",Michael
398,Steak! Where’s my steeaaak?,Michael
399,"Yes. Money has been a little tight lately. But, at the end of my life, when I’m sitting on my yacht, am I gonna be thinking about how much money I have? No. I’m going to be thinking about how many friends I have, and my children, and my comedy albums. I mean, I have a yacht, so I obviously did pretty well money wise.",Michael
400,"Use to have two cars, traded ’em in, now we’re down to one. Good economic sense. Although the new car is a Porsche. For her.",Michael
401,"I’m sorry Mr. O’Brian, I didn’t mean to interrupt your dinner. I just have a very exciting offer. My records indicate that you have expressed interest in losing some weight. Well, what if I told you that I have a pill that will make you 50 pounds lighter in 5 minutes? How does that sound? Amazing right? Well, it won’t be that fast, but it will–– it will be that easy.",Michael
402,"Yes I forgot about Ryan’s presentation. And yes, it would have been nice to do well with the first presentation he had given me. But you know what else would have been nice? Winning the lottery.",Michael
403,"I’ve never done this before. I’ve never quit anything in my life. So, you are filming history.",Michael
404,"I was never in this for the money. But it turns out that the money was an absolute necessity for me. I tried to live the dream. I tried to have a job, a girlfriend, another job, and I failed. But the good thing about the American dream is that you can just go to sleep, and try it all again the next night.",Michael
405,"I’ve always wanted to be in the witness protection program. Fresh start, no debts, no baggage. I’ve already got my name picked out, Lord Rupert Everton. I’m a shipping merchant who raises fancy dogs. That’s the life.",Michael
406,I… DECLARE… BANKRUPTCY!,Michael
407,"What am I doing? I am blowing dodge. I’m getting out of town. Whatever you call it, I am running away from my responsibilities. And it feels good.",Michael
408,I’ve been putting money into CDs for years. I bought music that I didn’t even like. No.,Michael
409,"We are making a commercial for Dunder Mifflin today. Our first ad ever. Corporate purchased some air time in local markets to spread the word about Dunder Mifflin Infinity and they are even sending up a professional ad company to help us make it later so… it’s uh, not too shabby.",Michael
410,"All right, let me ask you this, tell me if you think this is creative. When I was five, I imagined that there was such a thing as a unicorn. And this is before I had even heard of one, or seen one. I just drew a picture of a horse that could fly over rainbows, and had a huge spike in its head. And I was five, five years old. Couldn’t even talk yet.",Michael
411,"We have three scenes to film, big scenes. We have a song to write. So let’s get cracking. Kelly, I want you to do makeup. Oscar, I would like you to do costume design, obviously. Phyllis, I’d like you look around town and see if we have any celebrities in our local area.",Michael
412,"Well, it’s been tough. The uh, geniuses at corporate rejected my commercial and tonight they are airing the brain dead version. So welcome one and all to the world premiere of Corporate Crapfest!",Michael
413,"It all starts with an idea. But you can never tell where an idea will end up. Because ideas spread, they change, grow. They connect us with the world. And in a fast moving world, where good news moves at the speed of time , and bad news isn’t always what it seems. Because when push comes to shove we all deserve a second chance. To score. Dunder Mifflin. Limitless paper in a paperless world.",Michael
414,"You cannot take the hilarious black guy from the office. Stanley is part of what makes this branch so extraordinary. The bluesy wisdom, the sassy remarks, the crossword puzzles, the smile, those big watery red eyes. I don’t know how George Bush did it when Colin Powell left, and if Utica thinks that they are going to poach Stanley, they have another thing coming.",Michael
415,"What is that guy talking about? Scranton is not lame. Scranton is the cool, fun branch. We’re like Animal House.",Michael
416,"We tried and we failed. Stanley, you may go. Here is a box, for your things, but I doubt that that box will be able to contain all the memories that you have of this place. Fly away sweet little bird, fly away and be free. Pam, I’m gonna need some help writing a want ad.",Michael
417,"Utica is snoozeville, um, Albany are the prepsters, Nashua, no parking, um, Akron is haunted, Camden… is in a basement, Yonkers has the two hot girls, and here in Scranton, we are the cool guys.",Michael
418,"When Jan and I had satellite, we used to watch a reality show called “Survivorman.” And, it was interesting because it was about a guy who would go out in the middle of no where and just try not to die, try not to get eaten by an animal, or be overexposed.",Michael
419,Look at those wrinkles. Blacks do crack! Not crack the drug.,Michael
420,"Day One. I’m in the interior of the vast Pennsylvania wilderness. I’ve brought with me only the bare essentials. A knife, roll of duct tape, in case I need to craft some shelter or make some sort of water vessel. It’s hot today. The sun is in the two-thirds easterly quadrant, which would make it about 2 o’clock in the afternoon. It’s really beating down on me now. I think that I want to get a little more comfortable because the sun is depleting my resources. OK. OH, there we go. Watch that I don’t hit my corroded artery here…",Michael
421,"There we go. Much better. Now everything I brought with me can be used. My sport coat here, can be fashioned into a backpack of sorts .",Michael
422,I’m going to wear what was once one of my pant legs.,Michael
423,"See, this is a beautiful piece of material This could be used for all sorts of things.",Michael
424,Some sort of kerchief to keep my neck nice and comfortable.,Michael
425,"I am totally alone right now, with only my thoughts. I love it. I’m loving it. I can literally say anything I want. No one is gonna here me. Wish I could have gone with Ryan on that cool retreat! Jan has plastic boobs! I HAVE HEMORRHOIDS! Doesn’t even matter.",Michael
426,"Well it is a little chillier than I had thought, so I have fashioned my hat back into my pants. Several hours in, time for me to find some nourishment. Now, these woods are full of creatures that can sustain human life. Things like, uh, squirrels, nice juicy rabbit would be delicious.",Michael
427,"I have made this spear, with which I will impale my dinner. And it couldn’t come a moment too soon because I have been without food for a good three hours or so. I’m startin’ to feel it a little bit. Ohh… It’s Creed’s birthday. Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.",Michael
428,"Well if you take a look at this, I tented my pants. I’ve made myself a nice pants tent shelter. And this little guy may be Dunder Mifflin paper some day.",Michael
429,"Man became civilized for a reason. He decided that he liked to have warmth, and clothing, and television, and hamburgers, and to walk upright, and to have a soft futon at the end of the day. He didn’t want to have to struggle to survive. I don’t need the woods. I have a nice wood desk. I don’t need fresh air, because I have the freshest air around, A.C. And I don’t need wide open spaces. Check it out. I can also make it the sky.",Michael
430,"My ideals at a party? Easy. Jim. Pam. Ryan. The Mayor. Barack Obama. Shiloh Jolie-Pitt. Because at the end of the night, Brad or Angelina would have to come and pick him up and I would get to meet them. Shia La Beef because of Disturbia. Umm, all of the children of the world. Val Kilmer. But he probably wouldn’t come, too famous. Obviously George Clooney. Umm… And Jan definitely, if there was room.",Michael
431,What is it like being single? I like it. I like starting each day with a sense of possibility. And I’m optimistic because every day I get a little more desperate and desperate situations yield the quickest results.,Michael
432,"I am ready to start dating again. Getting back on the market. So, FYI, for those of you who are thinking about fixing me up with any of your friends, use the woman on page 85 as a template. That will be all.",Michael
433,What is wrong with these people? I would do anything for them and they’re just hanging me out to dry.,Michael
434,"No question about it, I am ready to get hurt again.",Michael
435,"Bye, bye, Ms. Chair Model lady. I dreamt that we were married and you treated me nice. We had lots of kids…drinking whiskey and rye, oh why’d you have to go off and die? Why’d you have to go off and die?",Michael
436,"Love. Marriage. Baby carriage. Those have been my goals ever since I heard that song. Jan and I had love. We did not have marriage. We did have a baby carriage, which I got her for bringing groceries home, after she got a DUI.",Michael
437,"All right, time’s up! Pencils down. Please pass your future Mrs. Michael Scotts forward.",Michael
438,"So far, these are my leads. A blind tollbooth operator and a twelve hundred pound catcher. It’s a start.",Michael
439,"I will be honest; the dating has not been going well. Look, men are visual creatures. We crave beauty, like a piece of fine art by any number of renowned artists, or an arty photograph of Cindy Crawford nude… that, but the women I’m getting fixed up with are, egh! Not that they aren’t nice, or that have great personalities, they just… They just lack a certain… Crawfordness.",Michael
440,Ryan’s assistant told us that he would be at this club this evening. It is called Prerogative.,Michael
441,Ryan told me to always tell women you work in finance.,Michael
442,"I am. I am getting out there. Well, no I’ve asked a lot of girls to dance mom. They’re just, it’s not… Yes, I shaved above my neck. Oh my God, mom, I gotta go. One of my friends is getting beaten up by some girls.",Michael
443,"Like I said, it’s not about the horniness, it’s about the loneliness. And how can I be lonely with my boys? Like a famous person once said, Boys on the side. But I don’t, I disagree, I say… let’s hear it for the boys.",Michael
444,"Today is a very special day for me. And it’s really not about me, it’s about my grandkids, it’s about my great grandkids… I can come back here when I’m 100, and I can find that piece of cement and say, “That’s me. Look kids, your daddy left that face hole…” I dunno, it’s a good feeling.",Michael
445,"I am good person, and sometimes, good people don’t get no respect. Rodney Dangerfield. Hey, I don’t get no respect. No respect at all. When I was in the sandbox as a kid, I got not respect. My wife likes to talk after sex, so she called me from a hotel room, and said, “I don’t respect you!” Ahh, thoughtless. Aw, you know what don’t get no respect? Airplane food. Why don’t they just make the plane out of the airline food? My wife don’t get no respect, some–take her, please, for example. If you don’t get no respect, you might be redneck. Respect is niiice. Borat. What’s the deal with Grapenuts? No grapes, no nuts. I don’t get no respect!",Michael
446,"I put Stanley on a pedestal, for a long time. But sometimes he can just be a big, fat jerk. I… jerks don’t deserve to be on pedestals. Jerks should be placed up somewhere where everybody can see how jerky they are. Big marble… jerk stand.",Michael
447,"Today I’m heading over to the job fair at Valley View High School, to find some new interns. Want to get some fresh blood. Um, euthanize this place.",Michael
448,"Yeah, I’m trying to lure these kids into my booth, but uh, kids are very wary about being “lured” these days. Thank you Dateline!",Michael
449,"All of these jobs? Suck. I would rather live jobless, on a beach somewhere, off the money from a large inheritance, than to have to work in any one of these crap-holes. They suck.",Michael
450,Hey! Game over.,Michael
451,"Justin is the ugly girl in the movie, who takes off her glasses and she’s hot! And you realize she was always hot, she was just wearing glasses. And that you were the blind one. He’s the most… important thing in my life right now.",Michael
452,"Today I did something stupid. I questioned myself. And I will never do that again. Because I look at somebody like Jim Halpert and I think, that guy can do anything he wants to do. He could do anything, and he chooses to work here, selling paper. Just like me.",Michael
453,"Yeah, kiss her. Kiss her good.",Michael
454,"Well, kids today have a very short attention span. They are into texting and video games and sex, and they just, they get distracted easily. And today they’re being distracted by the other booths.",Michael
455,"Today is Toby Flenderson’s last day. I couldn’t sleep last night. I came extra-early. So much energy… There are certain days you know you know you will remember for the rest of your life, and I just have a feeling that today is one of those days.",Michael
456,"Every year, my sweet, sweet grandmother sends me a check on my birthday for fifty dollars. And lately, she has been sending me, like nine or ten checks a year… uh, as Nana starts to… but, I knew I should be saving it for something, I just didn’t know what I should be saving it for. And then I had an awakening. “Michael, buy a motorcycle.” So I put the money in my shoe, and then I forgot about it until now.",Michael
457,"Thanks to Toby, I have a very strong prejudice against Human Resources. I believe that the department is a breeding ground for monsters. What I failed to consider though, is that not all monsters are bad. Like E.T. Is Holly our extraterrestrial? Maybe. Or maybe she’s just an awesome woman from this planet.",Michael
458,"I’ll let you in on a little secret: I’ve been very much looking forward to this moment. Very, very much. I-I have been steeped in anticipation. Toby has been cruisin’ for a bruisin’ for twelve years, and I am now his cruise director, and my name is Captain Bruisin’.",Michael
459,Oh my God. Ryan… Oh my God.,Michael
460,"Holly is sweet and simple, like a lady baker. I would not be surprised to find out that she had worked in a bakery before coming here. She has that kind of warmth. I’m pretty sure she’s baked on a professional level.",Michael
461,"Did you see that! Did you see it? Did you see what… wow-wee! Uh, well, Jan didn’t believe in showing affection, so… sometimes I don’t know how to react when a girl touches me. Oh… I like it!",Michael
462,"Goodbye Toby, it’s been nice. Hope you find your paradise…",Michael
463,"Come tomorrow, feel no pain! Feel no pain! Toby! Toby! Tobee-yy! Toby’s goin’ away! See ya! He’s outta here! See ya! He’s outta here! Ohh! Goodbye Toby! Goodbye Toby! Goodbye Toby! Goodbye Tooo-by!",Michael
464,"My whole life, I have known two things: I love sex, and I want to have kids. And I always thought that those two things would go hand in hand, but now, I think it might be one or the other.",Michael
465,"Hi, Jan, it’s Michael. I just um, I just want to let you know that I am going to go to your Lamaze class tomorrow. Um, and if there’s any details you need to fill me in on, like… what exactly Lamaze is, that would be great. And I… will see you tomorrow morning. I am going to be… kind of a daddy.",Michael
466,"This summer, corporate is sponsoring a little weight loss contest between the branches. Whichever branch loses the most weight gets three extra vacation days.",Michael
467,"Hi, Jan. Hello, baby. How are you? Good to see you. Who’s your daddy? You don’t know who your daddy is, do you? No, you don’t. Come on. Let’s go in.",Michael
468,What is wrong with these people? They have no willpower. I went — I once went 28 years without having sex. And then again for seven years.,Michael
469,"Oh, Holly doesn’t need luck. Everyone that meets her instantly loves her.",Michael
470,"Ronnie was bleh. Things were at an all time sad here. But then I got an e-mail from Ryan, that he was coming back to town. And I called the temp agency and I told them I will pay you any amount, just give me Ryan Howard. Give him to me. I want him. I need him.",Michael
471,It’s my sumo suit. I just didn’t inflate it all the way. I am so glad that I bought instead of rented.,Michael
472,I can’t wait to be a father. I’m going to smother that baby.,Michael
473,“Why are you helping her? You’re not even dating.” She’s my friend… and… ultimately my strategy is to merge this into a relationship… without her even knowing. Uh…,Michael
474,I will be honest with you. That car ride did not go well and that was not my fault. The only reason I am standing out here right now is because I don’t want to take the elevator with her. And I am holding on to her leftovers.,Michael
475,"How do you tell somebody that you care about deeply, “I told you so.” Gently with a rose? In a funny way, like it’s a hilarious joke? Or do you just let it go, because saying it would just make things worse? … Probably the funny way.",Michael
476,It is going to be the happiest day of my life.,Michael
477,"It does not matter to me at all whether this baby is biologically mine. I am going to love it. It’s like when the dog nurses the tiger cub. Have you seen that video? It is… it’s so bizarre and unnatural, but… it, it happens.",Michael
478,"I love babies. I think they are beautiful in all sorts of different ways. I try to pick up and hold a baby every day, if possible, because it nourishes me. It feeds my soul. Babies are drawn to me, and I think it’s because they see me as one of them. But cooler, and with my life put together a little bit. If a baby were president, there would be no taxes, there would be no war. There would be no government, and things could get terrible. It actually, probably – it would be a better screenplay idea than a serious suggestion.",Michael
479,"I didn’t feel much when I held Astrid, but I got a good feeling from Holly.",Michael
480,"In my opinion, the third date is traditionally the one where… you have sex. Does Holly feel that way? I don’t know. I will probably find out tonight. If she starts having sex with me I’ll know for sure.",Michael
481,Probably get soup or something light.,Michael
482,So much for sex without consequences.,Michael
483,"We’re gonna make everything all right. Alright? Conference room, 15 minutes. Half an hour. Alright?",Michael
484,"To recoup their losses, I am planning a little charity auction, where people from all over Scranton can come and bid on our goods and services. I’m calling it crime-aid. It’s like farm aid, but instead of farms fighting against AIDS, it is us fighting against our own poverty.",Michael
485,"Pump it up! Yeah! Yeah! Yeah! Pump up the volume. Thank you very much, everybody. Thank you, Mr. Springsteen. And welcome to C.R.I.M.E.-A.I.D. Crime Reduces Innocence Makes Everyone Angry I Declare. It is not known how many office robberies occur every second because there is no Wikipedia entry for office robbery statistics. However, tonight, its victims, are standing together and standing strong in the form of song, cooking lessons, and hugs. Really Phyllis? You’re auctioning a hug? Okay, so with no further ado, lights, camera, auction! Take it away Bruce!",Michael
486,"Hey, that looks good. Listen, about the tickets. It’s sort of a gray-kind of a gray area in terms of…whether or not I had them-",Michael
487,"When Corporate found out that we were dating, they decided they were going to transfer Holly back to her old branch, in Nashua, New Hampshire.",Michael
488,"Holly thinks that this relationship is over. Well, you know what? I am not gonna give up that easy. I’m gonna make this way harder than it needs to be.",Michael
489,"Kelly Kapoor is our dusky, exotic customer service rep. And once a year, she will contact our clients and find out how happy they are with our salespeople. Sort of a Kapoor’s List. “Schindler’s List” parody. … That’s not appropriate, no.",Michael
490,"Why are surveys important? Okay, hypothetical: A man wants to buy 500 reams of….carrots. And, so he’s like “What do I do? Where do I go? Do I go to the insensitive carrot supplier, the insensitive carrot salesman? Or do I go to the nice carrot salesman, who will maybe charge a few cents more per ream of carrot, but guarantee next-day delivery on your carrots? Most companies need their carrots the next day. Now, substitute paper for carrots, and that is why surveys are important.”",Michael
491,"I taught Jim and Dwight everything I know about sales. But there are certain things that cannot be taught, and it is these things that I now must teach them.",Michael
492,"My boss is sending me abroad to do a presentation to an international client and I have always been intrigued by all things international. The women, the pancakes, the man of mystery…",Michael
493,"A concierge is like the Winnipeg equivalent of a geisha. This is a woman who has been trained in the fine art of fanciness and pleasure. And when you meet one, it is intoxicating. Just what the doctor ordered.",Michael
494,"Everyone is going to end up dying someday. And I think it’s better to die with people you like… like Oscar, and Andy, and concierge Marie… than to know that there’s somebody out there that you love that you’re not with.",Michael
495,"Why have I stayed at Dunder Mifflin for so long? Certainly not because of the paycheck. ‘Cause I could be making more money as a doctor or a professional athlete. I think it’s because they respect me. A boss that will not fire you, even though you just tell him off… right to his face… over the hone. That’s respect.",Michael
496,"I learned a while back that if I don’t text 911 people will not return my calls. Um, but now people always return my calls because they think that something horrible has happened.",Michael
497,"I tried, I tried. I tried to talk to Toby and be his friend but that is like trying to be friends with an evil… snail. I feel like I’m dying inside. I feel like Neve Campbell in Sream II. She thinks she can go off to college and be happy and then, the murderer comes back and starts killing off all of her friends. I learned a lot of lessons from that movie, this is just one of them.",Michael
498,"I hate disappointing just one person. And I really hate disappointing everyone. But I love Burlington Coat Factory. You go in there with $645, you are literally a king.",Michael
499,"No, I don’t-this doesn’t change anything. I have a very important decision to make. We need a new copier. We need new chairs. And I need to figure out a way to keep this money without having everybody hate me.",Michael
500,"What did we learn this week? Well, one, thanks to me, my team is much, much faster at coming to decisions than I thought they would be. Number two, never buy a fur coat with a credit card until you absolutely have the money to pay for it. And three, you should know that some people think it’s cool to throw buckets of fake blood on you as you are walking out of Burlington Coat Factory.",Michael
501,"Oh, so this is what every day would be like if you hadn’t left India.",Michael
502,"An intervention. It’s sort of hard to describe, but really its– it’s a coming together… it’s a surprise party for people who are– who have addictions. And you get in their face and you scream at them and you make them feel really badly about themselves. And then they stop.",Michael
503,"You know what the only thing I want for Christmas? I want Meredith to get better. That’s my only wish. But you know what? My wishes never come true, so I’m not going to wish that on her. I– a watch would be nice.",Michael
504,As it turns out you can’t just check someone into rehab against their will. They have to do it voluntarily. They have to hit rock bottom. So I think I know what I need to do at this point. I need to find ways to push Meredith to the bottom. Um… I think I can do it. I did it with Jan.,Michael
505,"Today’s a big day. My presence has been requested by Chief Financial Officer, David Wallace. He says that he wants to talk about big picture stuff. And, I’ll be honest, I have little or no idea what that means, so… probably bad.",Michael
506,"Sometimes I’ll start a sentence, and I don’t even know where it’s going. I just hope I find it along the way. Like an improv conversation. An improversation.",Michael
507,"This is going to sound sort of high-maintenance, but could we have it, like, three degrees cooler in here? I always think better when it’s cooler.",Michael
508,"Wow, what a day! Haha! I thought I was gong to get chewed out, but, hold on! Here’s an attaboy for ya! What? Rollercoaster ride! Rollercoaster! It just goes to show, you leave Scranton, exciting things can happen. Ahh!",Michael
509,"In nature, there is something called a food chain; it’s where the shark eats a little shark. And the little shark eats a littler shark. And so on and so on. Until you get down to the single cell shark. So now replace sharks with paper companies and that is all you need to know about business.",Michael
510,"Nobody should have to go to work thinking, “Oh, this is the place that I might die today.” That’s what a hospital is for. An office is for not dying. An office is a place to live life to the fullest, to the max, to… An office is a place where dreams come true.",Michael
511,"We found ourselves on the less prepared side of things when Stanley had his… when his heart went berserk. And I knew exactly what to do, but in a much more real sense I had no idea what to do. So I thought we should have CPR training class and of course you can’t get the practice dummy unless the instructor comes along with it. Red Cross, you know, racket.",Michael
512,Ohmmm… Ohmmm… Everybody sit on the floor Indian style like me. Ohmmm my God if you’re wearing a dress please keep your knees together nobody wants to see that ohmmm… ohmmm…,Michael
513,My goal is to make this office as peaceful a place for Stanley Hudson as I can. I think sounds have a lot to do with that. Here are some downloaded peaceful sounds. That one makes me think… of death. It’s kinda nice…,Michael
514,So… it wasn’t Dwight after all. Looks like I am the killer. You never expect that you’re the killer… it’s uh… great twist. Great twist.,Michael
515,I can already feel people’s stress starting to melt. I think they’re very excited about paying their respects this way. I have got to make sure that YouTube comes down to tape this.,Michael
516,"NO! No, friends only. Friends ONLY.",Michael
517,Caw… caw… caw caw… caw…,Michael
518,"You know sometimes, to get perspective, I like to think about a spaceman on a star incredibly far away. And, our problems don’t matter to him, because we’re just a distant point of light. But he feels sorry for me, because he has an incredibly powerful microscope, and he can see my face. I’m okay. No, I’m not.",Michael
